date,pollution,dew,temp,press,wnd_dir,wnd_spd,snow,rain
2010-01-01 00:00:00,0.0,-21,-11,1021,NW,1.79,0,0
2010-01-01 01:00:00,0.0,-21,-12,1020,NW,4.92,0,0
2010-01-01 02:00:00,0.0,-21,-11,1019,NW,6.71,0,0
2010-01-01 03:00:00,0.0,-21,-14,1019,NW,9.84,0,0
2010-01-01 04:00:00,0.0,-20,-12,1018,NW,12.97,0,0
2010-01-01 05:00:00,0.0,-19,-10,1017,NW,16.1,0,0
2010-01-01 06:00:00,0.0,-19,-9,1017,NW,19.23,0,0
2010-01-01 07:00:00,0.0,-19,-9,1017,NW,21.02,0,0
2010-01-01 08:00:00,0.0,-19,-9,1017,NW,24.15,0,0
2010-01-01 09:00:00,0.0,-20,-8,1017,NW,27.28,0,0
2010-01-01 10:00:00,0.0,-19,-7,1017,NW,31.3,0,0
2010-01-01 11:00:00,0.0,-18,-5,1017,NW,34.43,0,0
2010-01-01 12:00:00,0.0,-19,-5,1015,NW,37.56,0,0
2010-01-01 13:00:00,0.0,-18,-3,1015,NW,40.69,0,0
2010-01-01 14:00:00,0.0,-18,-2,1014,NW,43.82,0,0
2010-01-01 15:00:00,0.0,-18,-1,1014,cv,0.89,0,0
2010-01-01 16:00:00,0.0,-19,-2,1015,NW,1.79,0,0
2010-01-01 17:00:00,0.0,-18,-3,1015,NW,2.68,0,0
2010-01-01 18:00:00,0.0,-18,-5,1016,NE,1.79,0,0
2010-01-01 19:00:00,0.0,-17,-4,1017,NW,1.79,0,0
2010-01-01 20:00:00,0.0,-17,-5,1017,cv,0.89,0,0
2010-01-01 21:00:00,0.0,-17,-5,1018,NW,1.79,0,0
2010-01-01 22:00:00,0.0,-17,-5,1018,NW,2.68,0,0
2010-01-01 23:00:00,0.0,-17,-5,1020,cv,0.89,0,0
2010-01-02 00:00:00,129.0,-16,-4,1020,SE,1.79,0,0
2010-01-02 01:00:00,148.0,-15,-4,1020,SE,2.68,0,0
2010-01-02 02:00:00,159.0,-11,-5,1021,SE,3.57,0,0
2010-01-02 03:00:00,181.0,-7,-5,1022,SE,5.36,1,0
2010-01-02 04:00:00,138.0,-7,-5,1022,SE,6.25,2,0
2010-01-02 05:00:00,109.0,-7,-6,1022,SE,7.14,3,0
2010-01-02 06:00:00,105.0,-7,-6,1023,SE,8.93,4,0
2010-01-02 07:00:00,124.0,-7,-5,1024,SE,10.72,0,0
2010-01-02 08:00:00,120.0,-8,-6,1024,SE,12.51,0,0
2010-01-02 09:00:00,132.0,-7,-5,1025,SE,14.3,0,0
2010-01-02 10:00:00,140.0,-7,-5,1026,SE,17.43,1,0
2010-01-02 11:00:00,152.0,-8,-5,1026,SE,20.56,0,0
2010-01-02 12:00:00,148.0,-8,-5,1026,SE,23.69,0,0
2010-01-02 13:00:00,164.0,-8,-5,1025,SE,27.71,0,0
2010-01-02 14:00:00,158.0,-9,-5,1025,SE,31.73,0,0
2010-01-02 15:00:00,154.0,-9,-5,1025,SE,35.75,0,0
2010-01-02 16:00:00,159.0,-9,-5,1026,SE,37.54,0,0
2010-01-02 17:00:00,164.0,-8,-5,1027,SE,39.33,0,0
2010-01-02 18:00:00,170.0,-8,-5,1027,SE,42.46,0,0
2010-01-02 19:00:00,149.0,-8,-5,1028,SE,44.25,0,0
2010-01-02 20:00:00,154.0,-7,-5,1028,SE,46.04,0,0
2010-01-02 21:00:00,164.0,-7,-5,1027,SE,49.17,1,0
2010-01-02 22:00:00,156.0,-8,-6,1028,SE,52.3,2,0
2010-01-02 23:00:00,126.0,-8,-6,1027,SE,55.43,3,0
2010-01-03 00:00:00,90.0,-7,-6,1027,SE,58.56,4,0
2010-01-03 01:00:00,63.0,-8,-6,1026,SE,61.69,5,0
2010-01-03 02:00:00,65.0,-8,-7,1026,SE,65.71,6,0
2010-01-03 03:00:00,55.0,-8,-7,1025,SE,68.84,7,0
2010-01-03 04:00:00,65.0,-8,-7,1024,SE,72.86,8,0
2010-01-03 05:00:00,83.0,-9,-8,1024,SE,76.88,9,0
2010-01-03 06:00:00,91.0,-10,-8,1024,SE,80.9,10,0
2010-01-03 07:00:00,86.0,-10,-9,1024,SE,84.92,11,0
2010-01-03 08:00:00,82.0,-10,-9,1024,SE,89.84,12,0
2010-01-03 09:00:00,86.0,-11,-9,1023,SE,93.86,13,0
2010-01-03 10:00:00,78.0,-11,-9,1023,SE,97.88,15,0
2010-01-03 11:00:00,98.0,-11,-9,1022,SE,102.8,16,0
2010-01-03 12:00:00,107.0,-11,-9,1021,SE,105.93,17,0
2010-01-03 13:00:00,90.0,-11,-9,1020,SE,111.74,19,0
2010-01-03 14:00:00,96.0,-11,-9,1020,SE,116.66,20,0
2010-01-03 15:00:00,95.0,-11,-9,1020,SE,121.58,21,0
2010-01-03 16:00:00,86.0,-11,-9,1020,SE,124.71,22,0
2010-01-03 17:00:00,70.0,-11,-9,1020,SE,127.84,23,0
2010-01-03 18:00:00,61.0,-11,-9,1021,cv,0.89,24,0
2010-01-03 19:00:00,53.0,-11,-9,1022,cv,1.78,25,0
2010-01-03 20:00:00,71.0,-10,-9,1022,NW,4.02,26,0
2010-01-03 21:00:00,72.0,-11,-10,1023,NW,7.15,27,0
2010-01-03 22:00:00,76.0,-11,-9,1023,NW,11.17,0,0
2010-01-03 23:00:00,73.0,-12,-11,1023,NW,14.3,0,0
2010-01-04 00:00:00,79.0,-14,-12,1023,NW,16.09,0,0
2010-01-04 01:00:00,58.0,-16,-9,1023,NW,21.9,0,0
2010-01-04 02:00:00,25.0,-17,-10,1024,NW,29.95,0,0
2010-01-04 03:00:00,26.0,-18,-11,1024,NW,39.78,0,0
2010-01-04 04:00:00,28.0,-19,-11,1025,NW,48.72,0,0
2010-01-04 05:00:00,26.0,-20,-12,1026,NW,55.87,0,0
2010-01-04 06:00:00,20.0,-21,-12,1027,NW,64.81,0,0
2010-01-04 07:00:00,29.0,-21,-13,1027,NW,73.75,0,0
2010-01-04 08:00:00,26.0,-22,-13,1028,NW,80.9,0,0
2010-01-04 09:00:00,27.0,-22,-13,1029,NW,90.73,0,0
2010-01-04 10:00:00,27.0,-22,-12,1030,NW,100.56,0,0
2010-01-04 11:00:00,25.0,-23,-12,1031,NW,108.61,0,0
2010-01-04 12:00:00,29.0,-21,-11,1030,NW,117.55,0,0
2010-01-04 13:00:00,32.0,-20,-10,1030,NW,127.38,0,0
2010-01-04 14:00:00,28.0,-21,-10,1030,NW,136.32,0,0
2010-01-04 15:00:00,29.0,-21,-9,1030,NW,145.26,0,0
2010-01-04 16:00:00,30.0,-21,-9,1031,NW,152.41,0,0
2010-01-04 17:00:00,30.0,-20,-11,1032,NW,159.56,0,0
2010-01-04 18:00:00,28.0,-23,-11,1032,NW,165.37,0,0
2010-01-04 19:00:00,26.0,-21,-12,1033,NW,171.18,0,0
2010-01-04 20:00:00,31.0,-24,-12,1034,NW,180.12,0,0
2010-01-04 21:00:00,33.0,-24,-13,1034,NW,187.27,0,0
2010-01-04 22:00:00,29.0,-24,-13,1035,NW,195.32,0,0
2010-01-04 23:00:00,31.0,-26,-15,1035,NW,198.45,0,0
2010-01-05 00:00:00,30.0,-26,-17,1035,NW,201.58,0,0
2010-01-05 01:00:00,34.0,-26,-18,1035,NW,205.6,0,0
2010-01-05 02:00:00,27.0,-26,-19,1035,NW,208.73,0,0
2010-01-05 03:00:00,25.0,-27,-18,1035,NW,213.65,0,0
2010-01-05 04:00:00,28.0,-27,-19,1035,NW,218.57,0,0
2010-01-05 05:00:00,28.0,-27,-16,1034,NE,4.92,0,0
2010-01-05 06:00:00,27.0,-26,-16,1035,NE,8.05,0,0
2010-01-05 07:00:00,27.0,-27,-16,1034,NE,13.86,0,0
2010-01-05 08:00:00,27.0,-26,-16,1035,NE,18.78,0,0
2010-01-05 09:00:00,29.0,-26,-15,1035,NE,24.59,0,0
2010-01-05 10:00:00,36.0,-25,-14,1035,NE,29.51,0,0
2010-01-05 11:00:00,30.0,-25,-13,1035,NE,34.43,0,0
2010-01-05 12:00:00,27.0,-25,-12,1034,NE,39.35,0,0
2010-01-05 13:00:00,39.0,-24,-11,1032,NE,41.14,0,0
2010-01-05 14:00:00,41.0,-22,-11,1032,cv,0.89,0,0
2010-01-05 15:00:00,33.0,-23,-11,1031,NW,1.79,0,0
2010-01-05 16:00:00,50.0,-24,-11,1031,NW,3.58,0,0
2010-01-05 17:00:00,56.0,-23,-11,1031,NW,5.37,0,0
2010-01-05 18:00:00,59.0,-23,-11,1032,NW,7.16,0,0
2010-01-05 19:00:00,60.0,-22,-13,1033,NW,10.29,0,0
2010-01-05 20:00:00,84.0,-22,-12,1033,NW,13.42,0,0
2010-01-05 21:00:00,106.0,-24,-18,1033,NW,16.55,0,0
2010-01-05 22:00:00,66.0,-22,-13,1034,NW,20.57,0,0
2010-01-05 23:00:00,50.0,-22,-16,1033,NW,23.7,0,0
2010-01-06 00:00:00,56.0,-25,-17,1033,NW,26.83,0,0
2010-01-06 01:00:00,77.0,-25,-14,1033,NE,4.02,0,0
2010-01-06 02:00:00,50.0,-26,-14,1034,NE,8.04,0,0
2010-01-06 03:00:00,44.0,-26,-14,1033,NE,13.85,0,0
2010-01-06 04:00:00,27.0,-26,-14,1033,NE,17.87,0,0
2010-01-06 05:00:00,28.0,-26,-14,1033,NE,23.68,0,0
2010-01-06 06:00:00,21.0,-26,-14,1033,NE,28.6,0,0
2010-01-06 07:00:00,25.0,-26,-15,1034,NE,33.52,0,0
2010-01-06 08:00:00,20.0,-26,-14,1034,NE,39.33,0,0
2010-01-06 09:00:00,29.0,-25,-13,1035,NE,44.25,0,0
2010-01-06 10:00:00,34.0,-25,-12,1035,NE,50.06,0,0
2010-01-06 11:00:00,42.0,-24,-11,1035,NE,54.98,0,0
2010-01-06 12:00:00,28.0,-24,-10,1034,NE,59.0,0,0
2010-01-06 13:00:00,36.0,-22,-10,1033,NW,4.02,0,0
2010-01-06 14:00:00,48.0,-22,-9,1033,NW,5.81,0,0
2010-01-06 15:00:00,49.0,-22,-8,1033,cv,0.89,0,0
2010-01-06 16:00:00,52.0,-22,-8,1033,NW,1.79,0,0
2010-01-06 17:00:00,56.0,-21,-9,1033,NW,3.58,0,0
2010-01-06 18:00:00,96.0,-22,-9,1033,NW,5.37,0,0
2010-01-06 19:00:00,75.0,-22,-14,1034,cv,0.89,0,0
2010-01-06 20:00:00,105.0,-22,-12,1035,NW,1.79,0,0
2010-01-06 21:00:00,132.0,-21,-14,1034,NW,3.58,0,0
2010-01-06 22:00:00,93.0,-22,-16,1035,NW,5.37,0,0
2010-01-06 23:00:00,131.0,-21,-16,1035,NW,7.16,0,0
2010-01-07 00:00:00,127.0,-21,-16,1035,NW,8.95,0,0
2010-01-07 01:00:00,130.0,-21,-16,1035,cv,0.45,0,0
2010-01-07 02:00:00,43.0,-22,-18,1036,cv,1.34,0,0
2010-01-07 03:00:00,37.0,-23,-15,1036,NW,4.02,0,0
2010-01-07 04:00:00,30.0,-24,-16,1035,NW,7.15,0,0
2010-01-07 05:00:00,28.0,-25,-15,1035,NW,10.28,0,0
2010-01-07 06:00:00,24.0,-24,-15,1035,NW,14.3,0,0
2010-01-07 07:00:00,23.0,-25,-13,1036,NE,4.92,0,0
2010-01-07 08:00:00,24.0,-24,-14,1036,NW,4.02,0,0
2010-01-07 09:00:00,27.0,-23,-12,1036,NW,8.94,0,0
2010-01-07 10:00:00,40.0,-22,-11,1036,NW,12.96,0,0
2010-01-07 11:00:00,42.0,-20,-10,1036,NW,16.09,0,0
2010-01-07 12:00:00,42.0,-21,-9,1035,NW,19.22,0,0
2010-01-07 13:00:00,55.0,-21,-8,1034,NW,21.01,0,0
2010-01-07 14:00:00,52.0,-20,-7,1033,NW,22.8,0,0
2010-01-07 15:00:00,51.0,-20,-7,1032,NW,24.59,0,0
2010-01-07 16:00:00,57.0,-18,-8,1032,NW,26.38,0,0
2010-01-07 17:00:00,50.0,-19,-9,1032,NW,28.17,0,0
2010-01-07 18:00:00,54.0,-19,-11,1032,NE,0.89,0,0
2010-01-07 19:00:00,67.0,-18,-11,1033,NW,1.79,0,0
2010-01-07 20:00:00,106.0,-19,-15,1032,NE,1.79,0,0
2010-01-07 21:00:00,159.0,-19,-14,1032,cv,0.45,0,0
2010-01-07 22:00:00,198.0,-21,-14,1032,cv,1.34,0,0
2010-01-07 23:00:00,190.0,-21,-16,1032,cv,2.23,0,0
2010-01-08 00:00:00,210.0,-21,-17,1031,NW,1.79,0,0
2010-01-08 01:00:00,195.0,-19,-16,1031,NW,3.58,0,0
2010-01-08 02:00:00,275.0,-20,-16,1031,NE,0.89,0,0
2010-01-08 03:00:00,164.0,-19,-15,1030,SE,0.89,0,0
2010-01-08 04:00:00,110.0,-18,-15,1030,cv,0.45,0,0
2010-01-08 05:00:00,100.0,-18,-15,1029,cv,1.34,0,0
2010-01-08 06:00:00,81.0,-18,-15,1029,NW,1.79,0,0
2010-01-08 07:00:00,71.0,-16,-13,1029,NE,0.89,0,0
2010-01-08 08:00:00,66.0,-16,-12,1029,SE,0.89,0,0
2010-01-08 09:00:00,92.0,-16,-12,1030,SE,1.78,0,0
2010-01-08 10:00:00,135.0,-17,-10,1030,NE,0.89,0,0
2010-01-08 11:00:00,155.0,-16,-10,1029,cv,0.89,0,0
2010-01-08 12:00:00,198.0,-16,-9,1028,SE,3.13,0,0
2010-01-08 13:00:00,250.0,-15,-8,1026,SE,4.92,0,0
2010-01-08 14:00:00,200.0,-16,-8,1026,cv,0.89,0,0
2010-01-08 15:00:00,231.0,-16,-8,1025,cv,1.78,0,0
2010-01-08 16:00:00,250.0,-16,-8,1025,cv,2.67,0,0
2010-01-08 17:00:00,212.0,-17,-8,1025,SE,0.89,0,0
2010-01-08 18:00:00,219.0,-17,-9,1026,cv,0.45,0,0
2010-01-08 19:00:00,227.0,-17,-11,1026,cv,1.34,0,0
2010-01-08 20:00:00,226.0,-17,-12,1026,cv,1.79,0,0
2010-01-08 21:00:00,225.0,-18,-14,1027,NW,1.79,0,0
2010-01-08 22:00:00,168.0,-16,-9,1027,NW,4.92,0,0
2010-01-08 23:00:00,169.0,-16,-11,1027,NW,6.71,0,0
2010-01-09 00:00:00,165.0,-17,-13,1027,cv,0.89,0,0
2010-01-09 01:00:00,159.0,-17,-13,1027,NW,3.13,0,0
2010-01-09 02:00:00,167.0,-17,-14,1027,NW,4.92,0,0
2010-01-09 03:00:00,196.0,-17,-15,1027,NW,8.05,0,0
2010-01-09 04:00:00,169.0,-17,-13,1027,NW,9.84,0,0
2010-01-09 05:00:00,155.0,-19,-16,1027,NW,13.86,0,0
2010-01-09 06:00:00,119.0,-18,-15,1027,NW,17.88,0,0
2010-01-09 07:00:00,106.0,-19,-15,1027,NW,21.9,0,0
2010-01-09 08:00:00,93.0,-18,-14,1028,NW,25.92,0,0
2010-01-09 09:00:00,84.0,-18,-9,1029,NE,5.81,0,0
2010-01-09 10:00:00,73.0,-17,-7,1029,NE,11.62,0,0
2010-01-09 11:00:00,66.0,-17,-6,1030,NE,17.43,0,0
2010-01-09 12:00:00,40.0,-16,-6,1029,NE,23.24,0,0
2010-01-09 13:00:00,49.0,-16,-5,1029,NE,28.16,0,0
2010-01-09 14:00:00,50.0,-15,-4,1029,NE,33.08,0,0
2010-01-09 15:00:00,49.0,-14,-4,1028,NE,37.1,0,0
2010-01-09 16:00:00,41.0,-15,-4,1029,NE,38.89,0,0
2010-01-09 17:00:00,37.0,-15,-4,1030,NW,1.79,0,0
2010-01-09 18:00:00,45.0,-15,-7,1030,NE,3.13,0,0
2010-01-09 19:00:00,44.0,-15,-6,1031,NW,3.13,0,0
2010-01-09 20:00:00,54.0,-15,-7,1032,NW,4.92,0,0
2010-01-09 21:00:00,50.0,-15,-6,1032,NE,3.13,0,0
2010-01-09 22:00:00,47.0,-15,-8,1033,cv,0.45,0,0
2010-01-09 23:00:00,66.0,-15,-8,1033,cv,0.9,0,0
2010-01-10 00:00:00,75.0,-15,-11,1033,NW,0.89,0,0
2010-01-10 01:00:00,82.0,-17,-13,1033,NW,1.78,0,0
2010-01-10 02:00:00,66.0,-17,-12,1033,NW,4.91,0,0
2010-01-10 03:00:00,83.0,-17,-13,1033,NW,8.04,0,0
2010-01-10 04:00:00,62.0,-19,-14,1032,NW,9.83,0,0
2010-01-10 05:00:00,40.0,-18,-13,1032,NW,12.96,0,0
2010-01-10 06:00:00,23.0,-19,-13,1032,NW,16.09,0,0
2010-01-10 07:00:00,25.0,-19,-14,1033,NW,19.22,0,0
2010-01-10 08:00:00,27.0,-19,-14,1034,NW,22.35,0,0
2010-01-10 09:00:00,35.0,-17,-12,1033,NW,24.14,0,0
2010-01-10 10:00:00,50.0,-16,-7,1033,NE,4.02,0,0
2010-01-10 11:00:00,70.0,-15,-7,1033,NW,3.13,0,0
2010-01-10 12:00:00,75.0,-15,-7,1032,NW,6.26,0,0
2010-01-10 13:00:00,58.0,-14,-6,1031,NW,9.39,0,0
2010-01-10 14:00:00,70.0,-14,-6,1031,NW,12.52,0,0
2010-01-10 15:00:00,68.0,-13,-5,1030,NW,14.31,0,0
2010-01-10 16:00:00,71.0,-14,-5,1031,NW,16.1,0,0
2010-01-10 17:00:00,88.0,-14,-6,1031,NW,19.23,0,0
2010-01-10 18:00:00,84.0,-13,-7,1032,NW,23.25,0,0
2010-01-10 19:00:00,83.0,-15,-6,1032,NW,27.27,0,0
2010-01-10 20:00:00,66.0,-15,-6,1033,NW,30.4,0,0
2010-01-10 21:00:00,27.0,-15,-4,1034,NW,35.32,0,0
2010-01-10 22:00:00,24.0,-16,-4,1034,NW,44.26,0,0
2010-01-10 23:00:00,22.0,-17,-5,1035,NW,52.31,0,0
2010-01-11 00:00:00,23.0,-17,-6,1035,NW,60.36,0,0
2010-01-11 01:00:00,27.0,-17,-8,1035,cv,0.89,0,0
2010-01-11 02:00:00,23.0,-19,-11,1036,NW,4.02,0,0
2010-01-11 03:00:00,17.0,-20,-11,1036,NW,8.94,0,0
2010-01-11 04:00:00,17.0,-21,-11,1035,NE,4.02,0,0
2010-01-11 05:00:00,16.0,-22,-12,1035,NW,3.13,0,0
2010-01-11 06:00:00,16.0,-22,-12,1035,NE,4.92,0,0
2010-01-11 07:00:00,20.0,-22,-13,1036,NW,5.81,0,0
2010-01-11 08:00:00,20.0,-22,-9,1036,NW,13.86,0,0
2010-01-11 09:00:00,18.0,-22,-10,1036,NW,21.91,0,0
2010-01-11 10:00:00,25.0,-22,-9,1036,NW,29.06,0,0
2010-01-11 11:00:00,26.0,-21,-9,1036,NW,33.08,0,0
2010-01-11 12:00:00,27.0,-20,-6,1035,NW,42.02,0,0
2010-01-11 13:00:00,28.0,-19,-5,1034,NW,50.96,0,0
2010-01-11 14:00:00,15.0,-19,-5,1033,NW,59.01,0,0
2010-01-11 15:00:00,24.0,-20,-5,1033,NW,66.16,0,0
2010-01-11 16:00:00,13.0,-20,-5,1032,NW,71.97,0,0
2010-01-11 17:00:00,13.0,-20,-5,1033,NW,76.89,0,0
2010-01-11 18:00:00,13.0,-20,-7,1033,NW,81.81,0,0
2010-01-11 19:00:00,17.0,-22,-7,1033,NW,85.83,0,0
2010-01-11 20:00:00,20.0,-22,-8,1033,NW,89.85,0,0
2010-01-11 21:00:00,27.0,-23,-10,1033,NW,91.64,0,0
2010-01-11 22:00:00,20.0,-23,-13,1033,NW,93.43,0,0
2010-01-11 23:00:00,15.0,-22,-12,1032,cv,0.89,0,0
2010-01-12 00:00:00,21.0,-22,-15,1031,cv,1.78,0,0
2010-01-12 01:00:00,21.0,-22,-14,1031,NE,1.79,0,0
2010-01-12 02:00:00,37.0,-22,-14,1031,NW,0.89,0,0
2010-01-12 03:00:00,26.0,-24,-18,1030,NE,1.79,0,0
2010-01-12 04:00:00,15.0,-24,-13,1030,NE,3.58,0,0
2010-01-12 05:00:00,9.0,-25,-14,1030,NW,3.13,0,0
2010-01-12 06:00:00,11.0,-24,-14,1030,NW,7.15,0,0
2010-01-12 07:00:00,11.0,-25,-12,1030,NW,12.96,0,0
2010-01-12 08:00:00,16.0,-26,-14,1030,NW,16.98,0,0
2010-01-12 09:00:00,13.0,-25,-12,1031,NW,21.0,0,0
2010-01-12 10:00:00,15.0,-25,-11,1031,NW,26.81,0,0
2010-01-12 11:00:00,21.0,-24,-11,1030,NW,35.75,0,0
2010-01-12 12:00:00,24.0,-23,-11,1029,NW,47.82,0,0
2010-01-12 13:00:00,22.0,-22,-11,1029,NW,63.02,0,0
2010-01-12 14:00:00,22.0,-23,-11,1029,NW,75.98,0,0
2010-01-12 15:00:00,22.0,-22,-11,1029,NW,88.05,0,0
2010-01-12 16:00:00,19.0,-23,-11,1030,NW,101.01,0,0
2010-01-12 17:00:00,23.0,-24,-11,1030,NW,109.06,0,0
2010-01-12 18:00:00,25.0,-24,-11,1032,NW,118.0,0,0
2010-01-12 19:00:00,25.0,-23,-11,1032,NW,126.05,0,0
2010-01-12 20:00:00,31.0,-23,-12,1032,NW,134.1,0,0
2010-01-12 21:00:00,25.0,-24,-12,1033,NW,142.15,0,0
2010-01-12 22:00:00,22.0,-23,-12,1033,NW,150.2,0,0
2010-01-12 23:00:00,22.0,-23,-12,1034,NW,160.03,0,0
2010-01-13 00:00:00,15.0,-24,-12,1034,NW,169.86,0,0
2010-01-13 01:00:00,16.0,-24,-12,1033,NW,178.8,0,0
2010-01-13 02:00:00,11.0,-25,-12,1033,NW,189.98,0,0
2010-01-13 03:00:00,11.0,-24,-13,1033,NW,198.03,0,0
2010-01-13 04:00:00,12.0,-25,-12,1032,NW,205.18,0,0
2010-01-13 05:00:00,11.0,-25,-12,1033,NW,215.01,0,0
2010-01-13 06:00:00,12.0,-25,-12,1032,NW,226.19,0,0
2010-01-13 07:00:00,27.0,-25,-12,1032,NW,235.13,0,0
2010-01-13 08:00:00,28.0,-25,-12,1032,NW,243.18,0,0
2010-01-13 09:00:00,34.0,-23,-11,1033,NW,252.12,0,0
2010-01-13 10:00:00,33.0,-23,-10,1033,NW,257.93,0,0
2010-01-13 11:00:00,36.0,-22,-9,1033,NW,263.74,0,0
2010-01-13 12:00:00,26.0,-21,-8,1031,NW,270.89,0,0
2010-01-13 13:00:00,49.0,-21,-6,1030,NW,278.94,0,0
2010-01-13 14:00:00,52.0,-20,-5,1029,NW,286.99,0,0
